	input	category	prediction
288	Ethan crumpled the shark .	prim_to_obj_common	* Ethan ( 17 ) ; shark ( 23 ) ; crumple ( 41 ) AND agent ( 41 , 17 ) AND theme ( 41 , 23 )
289	The girl passed a donkey a shark on a speaker .	prim_to_obj_common	* girl ( 11 ) ; * donkey ( 20 ) ; * shark ( 25 ) ; speaker ( 32 ) ; pass ( 43 ) AND agent ( 43 , 11 ) AND theme ( 43 , 20 ) AND recipient ( 43 , 25 ) AND location ( 43 , 32 )
290	Michael thought that Elizabeth awarded the boy a shark .	prim_to_obj_common	Michael ( 4 ) ; Elizabeth ( 10 ) ; * boy ( 19 ) ; shark ( 45 ) ; think ( 27 ) AND agent ( 27 , 4 ) AND theme ( 27 , 19 ) AND recipient ( 27 , 45 ) AND award ( 36 ) AND agent ( 36 , 10 ) AND recipient ( 36 , 19 )
291	A cat gave Emma a shark .	prim_to_obj_common	cat ( 2 ) ; Emma ( 6 ) ; shark ( 10 ) ; give ( 22 ) AND agent ( 22 , 2 ) AND theme ( 22 , 10 ) AND recipient ( 22 , 6 )
292	The priest ate a shark .	prim_to_obj_common	* priest ( 27 ) ; shark ( 41 ) ; eat ( 12 ) AND agent ( 12 , 27 ) AND theme ( 12 , 41 )
293	A boy gave the lion a shark beside the table .	prim_to_obj_common	* boy ( 3 ) ; * lion ( 11 ) ; shark ( 22 ) ; table ( 34 ) ; give ( 44 ) AND agent ( 44 , 3 ) AND theme ( 44 , 22 ) AND recipient ( 44 , 11 ) AND location ( 44 , 34 )
294	Benjamin ate the shark .	prim_to_obj_common	Benjamin ( 50 ) ; shark ( 25 ) ; eat ( 16 ) AND agent ( 16 , 50 ) AND theme ( 16 , 25 )
295	Liam ate a shark on the rock .	prim_to_obj_common	Liam ( 1 ) ; shark ( 18 ) ; rock ( 25 ) ; eat ( 47 ) AND agent ( 47 , 1 ) AND theme ( 47 , 18 ) AND recipient ( 47 , 25 )
296	Benjamin liked that Emma admired that Liam loaned a shark to the dog .	prim_to_obj_common	Benjamin ( 1 ) ; Emma ( 5 ) ; Liam ( 9 ) ; shark ( 19 ) ; dog ( 27 ) ; like ( 29 ) AND agent ( 29 , 1 ) AND theme ( 29 , 5 ) AND recipient ( 5 , 9 ) AND theme ( 9 , 19 ) AND recipient ( 27 , 19 )
297	A teacher hoped that a girl ate a shark on the table .	prim_to_obj_common	* teacher ( 5 ) ; * girl ( 15 ) ; * shark ( 25 ) ; * table ( 35 ) ; hope ( 12 ) AND recipient ( 12 , 15 ) AND theme ( 15 , 25 ) AND location ( 25 , 35 ) AND eat ( 31 ) AND agent ( 31 , 15 ) AND theme ( 31 , 25 ) AND location ( 31 , 35 )
298	Noah liked that a cat helped the shark beside a table .	prim_to_obj_common	Noah ( 12 ) ; cat ( 30 ) ; shark ( 25 ) ; table ( 38 ) ; like ( 5 ) AND agent ( 5 , 12 ) AND theme ( 5 , 30 ) AND recipient ( 30 , 25 ) AND beside ( 25 , 38 )
299	Emily ate the shark in the house .	prim_to_obj_common	* Emily ( 16 ) ; * shark ( 23 ) ; house ( 29 ) ; eat ( 40 ) AND agent ( 40 , 16 ) AND theme ( 40 , 23 ) AND recipient ( 40 , 29 )
300	Theodore changed Paula .	prim_to_obj_proper	Theodore ( 13 ) ; Paula ( 28 ) ; change ( 22 ) AND agent ( 22 , 13 ) AND theme ( 22 , 28 )
301	A tiger rolled Paula .	prim_to_obj_proper	tiger ( 16 ) ; Paula ( 29 ) ; roll ( 38 ) AND agent ( 38 , 16 ) AND recipient ( 38 , 29 )
302	Sophia sent Ava Paula .	prim_to_obj_proper	Sophia ( 4 ) ; Ava ( 12 ) ; Paula ( 23 ) ; send ( 31 ) AND theme ( 31 , 23 ) AND agent ( 31 , 4 ) AND recipient ( 31 , 12 )
303	Noah liked Paula .	prim_to_obj_proper	Noah ( 16 ) ; Paula ( 20 ) ; like ( 25 ) AND agent ( 25 , 16 ) AND theme ( 25 , 20 )
304	The student helped Paula .	prim_to_obj_proper	* student ( 15 ) ; Paula ( 23 ) ; help ( 30 ) AND agent ( 30 , 15 ) AND recipient ( 30 , 23 )
305	A horse said that the moose ate Paula .	prim_to_obj_proper	horse ( 3 ) ; moose ( 19 ) ; Paula ( 33 ) ; say ( 8 ) AND agent ( 8 , 3 ) AND theme ( 8 , say ) AND agent ( 19 , say ) AND recipient ( 33 , eat ) AND theme ( eat , 19 )
306	Olivia sold Paula to the priest .	prim_to_obj_proper	Olivia ( 4 ) ; Paula ( 16 ) ; priest ( 28 ) ; sell ( 12 ) AND agent ( 12 , 4 ) AND theme ( 12 , 16 ) AND recipient ( 12 , 28 )
307	James discovered Paula .	prim_to_obj_proper	James ( 32 ) ; Paula ( 22 ) ; discover ( 12 ) AND agent ( 12 , 32 ) AND theme ( 12 , 22 )
308	The girl gave Paula to Addison .	prim_to_obj_proper	* girl ( 4 ) ; Paula ( 12 ) ; Addison ( 17 ) ; give ( 23 ) AND agent ( 23 , 4 ) AND theme ( 23 , 12 ) AND recipient ( 23 , 17 )
309	The girl decomposed Paula .	prim_to_obj_proper	* girl ( 10 ) ; Paula ( 14 ) ; decompose ( 25 ) AND agent ( 25 , 10 ) AND theme ( 25 , 14 )
310	A boy mailed Paula to the girl .	prim_to_obj_proper	* boy ( 15 ) ; Paula ( 23 ) ; girl ( 29 ) ; mail ( 43 ) AND agent ( 43 , 15 ) AND recipient ( 43 , 23 ) AND theme ( 43 , 29 )
311	Scarlett lended a consumer Paula .	prim_to_obj_proper	* Scarlett ( 14 ) ; consumer ( 20 ) ; Paula ( 26 ) ; lend ( 35 ) AND agent ( 35 , 14 ) AND recipient ( 35 , 26 ) AND theme ( 35 , 20 )
312	Ava broke Paula .	prim_to_obj_proper	Ava ( 10 ) ; Paula ( 39 ) ; break ( 22 ) AND agent ( 22 , 10 ) AND theme ( 22 , 39 )
313	Aubrey handed Paula to Charlotte .	prim_to_obj_proper	Aubrey ( 6 ) ; Paula ( 18 ) ; Charlotte ( 26 ) ; hand ( 40 ) AND agent ( 40 , 6 ) AND theme ( 40 , 18 ) AND recipient ( 40 , 26 )
314	The girl forwarded Paula to Olivia .	prim_to_obj_proper	* girl ( 4 ) ; Paula ( 14 ) ; Olivia ( 20 ) ; forward ( 9 ) AND theme ( 9 , 14 ) AND recipient ( 9 , 20 ) AND agent ( 9 , 4 )
315	Logan gave the cat Paula .	prim_to_obj_proper	Logan ( 5 ) ; cat ( 14 ) ; Paula ( 17 ) ; give ( 27 ) AND agent ( 27 , 5 ) AND theme ( 27 , 14 ) AND recipient ( 27 , 17 )
316	Wyatt proved that the boy rented Paula to Ava .	prim_to_obj_proper	Wyatt ( 10 ) ; prove ( 27 ) ; boy ( 20 ) ; Paula ( 39 ) ; Ava ( 51 ) ; rent ( 16 ) AND agent ( 16 , 20 ) AND theme ( 16 , 39 ) AND recipient ( 16 , 51 ) AND subclause ( 27 , 16 )
317	Oliver burned Paula .	prim_to_obj_proper	Oliver ( 50 ) ; Paula ( 20 ) ; burn ( 36 ) AND agent ( 36 , 50 ) AND recipient ( 36 , 20 )
318	A girl dusted Paula .	prim_to_obj_proper	girl ( 8 ) ; Paula ( 13 ) ; dust ( 25 ) AND agent ( 25 , 8 ) AND theme ( 25 , 13 )
319	Logan hunted Paula .	prim_to_obj_proper	Logan ( 23 ) ; Paula ( 27 ) ; hunt ( 14 ) AND agent ( 14 , 23 ) AND theme ( 14 , 27 )
320	The shark ate a rose .	prim_to_subj_common	* shark ( 6 ) ; rose ( 12 ) ; eat ( 28 ) AND agent ( 28 , 6 ) AND theme ( 28 , 12 )
321	The shark gave Elijah the cake beside a seat .	prim_to_subj_common	* shark ( 4 ) ; Elijah ( 9 ) ; cake ( 13 ) ; seat ( 20 ) ; give ( 32 ) AND agent ( 32 , 4 ) AND theme ( 32 , 13 ) AND recipient ( 32 , 9 ) AND location ( 32 , 20 )
322	The shark examined Sophia .	prim_to_subj_common	* shark ( 24 ) ; Sophia ( 38 ) ; examine ( 31 ) AND theme ( 31 , 38 ) AND agent ( 31 , 24 )
323	The shark pierced a cake .	prim_to_subj_common	* shark ( 16 ) ; cake ( 25 ) ; pierce ( 33 ) AND agent ( 33 , 16 ) AND theme ( 33 , 25 )
324	The shark juggled the cake beside the bat .	prim_to_subj_common	* shark ( 4 ) ; * cake ( 13 ) ; * bat ( 24 ) ; juggle ( 39 ) AND agent ( 39 , 4 ) AND theme ( 39 , 13 ) AND recipient ( 39 , 24 ) AND alongside ( 13 , 24 )
325	The shark loved the balloon .	prim_to_subj_common	* shark ( 37 ) ; * balloon ( 25 ) ; love ( 33 ) AND agent ( 33 , 37 ) AND recipient ( 33 , 25 )
326	A shark mailed Oliver the cookie .	prim_to_subj_common	shark ( 2 ) ; Oliver ( 15 ) ; cookie ( 9 ) ; mail ( 27 ) AND agent ( 27 , 2 ) AND recipient ( 27 , 15 ) AND theme ( 27 , 9 )
327	The shark dusted the donut on the road .	prim_to_subj_common	* shark ( 4 ) ; * donut ( 13 ) ; road ( 22 ) ; dust ( 28 ) AND agent ( 28 , 4 ) AND theme ( 28 , 13 ) AND recipient ( 28 , 22 )
328	The shark lended a bat to Noah .	prim_to_subj_common	* shark ( 4 ) ; bat ( 9 ) ; Noah ( 16 ) ; lend ( 21 ) AND agent ( 21 , 4 ) AND theme ( 21 , 9 ) AND recipient ( 21 , 16 )
329	The shark painted the chicken beside the table .	prim_to_subj_common	* shark ( 4 ) ; * chicken ( 15 ) ; paint ( 23 ) AND agent ( 23 , 4 ) AND theme ( 23 , 15 ) AND recipient ( 23 , table ( 19 ) )
330	The shark collapsed a girl .	prim_to_subj_common	* shark ( 23 ) ; * girl ( 32 ) ; collapse ( 15 ) AND agent ( 15 , 23 ) AND theme ( 15 , 32 )
331	A shark painted a girl .	prim_to_subj_common	* shark ( 9 ) ; * girl ( 20 ) ; paint ( 15 ) AND agent ( 15 , 9 ) AND theme ( 15 , 20 )
332	The shark froze the boy on a table .	prim_to_subj_common	* shark ( 4 ) ; * boy ( 11 ) ; table ( 19 ) ; freeze ( 33 ) AND agent ( 33 , 4 ) AND recipient ( 33 , 11 ) AND theme ( 33 , 19 )
333	The shark dusted Michael .	prim_to_subj_common	* shark ( 17 ) ; Michael ( 20 ) ; dust ( 34 ) AND agent ( 34 , 17 ) AND recipient ( 34 , 20 )
334	Liam said that a shark preferred to sleep .	prim_to_subj_common	* Liam ( 9 ) ; shark ( 20 ) ; sleep ( 32 ) ; prefer ( 27 ) AND agent ( 27 , 20 ) AND theme ( 27 , 32 ) AND agent ( 9 , 27 )
335	The shark wished to eat .	prim_to_subj_common	* shark ( 14 ) ; eat ( 32 ) AND agent ( 32 , 14 )
336	The girl thought that the shark liked a cake .	prim_to_subj_common	* girl ( 4 ) ; shark ( 18 ) ; cake ( 34 ) ; think ( 15 ) AND agent ( 15 , 4 ) AND recipient ( 15 , 18 ) AND theme ( 18 , 34 )
337	The shark froze a cake in a house .	prim_to_subj_common	* shark ( 4 ) ; * cake ( 10 ) ; * house ( 16 ) ; freeze ( 20 ) AND agent ( 20 , 4 ) AND theme ( 20 , 10 ) AND recipient ( 20 , 16 )
338	The shark offered a cake to Liam .	prim_to_subj_common	* shark ( 4 ) ; Liam ( 17 ) ; cake ( 9 ) ; offer ( 22 ) AND agent ( 22 , 4 ) AND theme ( 22 , 9 ) AND recipient ( 22 , 17 )
339	The shark intended to giggle .	prim_to_subj_common	* shark ( 11 ) ; intend ( 22 ) AND agent ( 22 , 11 ) AND theme ( 22 , giggle ( 33 ) )
340	Paula rolled a brick .	prim_to_subj_proper	Paula ( 12 ) ; * brick ( 24 ) ; roll ( 31 ) AND agent ( 31 , 12 ) AND theme ( 31 , 24 )
341	Paula dusted Lucas .	prim_to_subj_proper	Paula ( 29 ) ; Lucas ( 30 ) ; dust ( 19 ) AND agent ( 19 , 29 ) AND theme ( 19 , 30 )
342	Paula gave a cat the cake on the speaker .	prim_to_subj_proper	* Paula ( 15 ) ; * cat ( 23 ) ; cake ( 30 ) ; speaker ( 37 ) ; give ( 40 ) AND agent ( 40 , 15 ) AND recipient ( 40 , 23 ) AND theme ( 40 , 30 ) AND location ( 40 , 37 )
343	Paula gave Emma a cake on the TV .	prim_to_subj_proper	Paula ( 4 ) ; Emma ( 9 ) ; cake ( 20 ) ; TV ( 29 ) ; give ( 14 ) AND agent ( 14 , 4 ) AND theme ( 14 , 20 ) AND recipient ( 14 , 9 ) AND location ( 14 , 29 )
344	Paula liked the drink in the house .	prim_to_subj_proper	* Paula ( 10 ) ; drink ( 19 ) ; house ( 26 ) ; like ( 38 ) AND agent ( 38 , 10 ) AND theme ( 38 , 19 ) AND recipient ( 38 , 26 )
345	Paula rolled Ethan .	prim_to_subj_proper	* Paula ( 14 ) ; * Ethan ( 21 ) ; roll ( 35 ) AND agent ( 35 , 14 ) AND theme ( 35 , 21 )
346	Paula liked the cookie .	prim_to_subj_proper	* Paula ( 12 ) ; cookie ( 22 ) ; like ( 33 ) AND agent ( 33 , 12 ) AND theme ( 33 , 22 )
347	Paula lended a boy the cake beside the chair .	prim_to_subj_proper	Paula ( 6 ) ; * boy ( 12 ) ; cake ( 22 ) ; chair ( 29 ) ; lend ( 42 ) AND agent ( 42 , 6 ) AND recipient ( 42 , 12 ) AND theme ( 42 , 22 ) AND location ( 22, 29 )
348	Paula rolled the knife .	prim_to_subj_proper	* Paula ( 23 ) ; knife ( 31 ) ; roll ( 11 ) AND agent ( 11 , 23 ) AND theme ( 11 , 31 )
349	Paula brought the donut to the duck .	prim_to_subj_proper	Paula ( 3 ) ; donut ( 27 ) ; duck ( 40 ) ; bring ( 19 ) AND agent ( 19 , 3 ) AND theme ( 19 , 27 ) AND recipient ( 19 , 40 )
350	Paula helped a girl beside the table .	prim_to_subj_proper	Paula ( 20 ) ; * girl ( 35 ) ; help ( 45 ) AND agent ( 45 , 20 ) AND recipient ( 45 , 35 ) AND theme ( 45 , location-beside-the-table )
351	Paula mailed Liam the newspaper .	prim_to_subj_proper	Paula ( 10 ) ; Liam ( 24 ) ; newspaper ( 29 ) ; mail ( 43 ) AND agent ( 43 , 10 ) AND theme ( 43 , 29 ) AND recipient ( 43 , 24 )
352	Paula gave a cake on a table to Emma .	prim_to_subj_proper	* Paula ( 14 ) ; * cake ( 22 ) ; table ( 33 ) ; * Emma ( 43 ) ; give ( 56 ) AND agent ( 56 , 14 ) AND theme ( 56 , 22 ) AND recipient ( 56 , 33 ) AND recipient ( 56 , 43 )
353	Paula wanted to paint .	prim_to_subj_proper	Paula ( 6 ) ; paint ( 27 ) AND agent ( 27 , 6 )
354	Paula lended a donut on a gravel to the girl .	prim_to_subj_proper	* Paula ( 14 ) ; donut ( 19 ) ; gravel ( 25 ) ; girl ( 32 ) ; lend ( 42 ) AND agent ( 42 , 14 ) AND theme ( 42 , 19 ) AND recipient ( 42 , 32 ) AND location ( 42 , 25 )
355	Paula helped a glue in the garden .	prim_to_subj_proper	Paula ( 7 ) ; glue ( 23 ) ; help ( 34 ) AND agent ( 34 , 7 ) AND theme ( 34 , 23 )
356	Paula rolled a boy .	prim_to_subj_proper	Paula ( 19 ) ; * boy ( 26 ) ; roll ( 34 ) AND agent ( 34 , 19 ) AND theme ( 34 , 26 )
357	Paula gave a patient the donut in the barrel .	prim_to_subj_proper	* Paula ( 14 ) ; * patient ( 8 ) ; * donut ( 26 ) ; * barrel ( 34 ) ; give ( 52 ) AND agent ( 52 , 14 ) AND theme ( 52 , 26 ) AND recipient ( 52 , 8 ) AND locative ( 52 , 34 )
358	Paula froze the crayon on the pad .	prim_to_subj_proper	Paula ( 27 ) ; crayon ( 15 ) ; pad ( 33 ) ; freeze ( 51 ) AND agent ( 51 , 27 ) AND theme ( 51 , 15 ) AND recipient ( 51 , 33 )
359	Paula lended the donut to a girl .	prim_to_subj_proper	Paula ( 5 ) ; donut ( 17 ) ; girl ( 21 ) ; lend ( 13 ) AND agent ( 13 , 5 ) AND theme ( 13 , 17 ) AND recipient ( 13 , 21 )
360	Abigail gave the hedgehog to the frog .	subj_to_obj_common	Abigail ( 12 ) ; hedgehog ( 22 ) ; frog ( 33 ) ; give ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 22 ) AND recipient ( 19 , 33 )
361	A dog liked the hedgehog beside the seat .	subj_to_obj_common	dog ( 2 ) ; hedgehog ( 14 ) ; like ( 25 ) AND agent ( 25 , 2 ) AND theme ( 25 , 14 ) AND recipient ( 25 , seat ( 21 ) )
362	Isabella crumpled the hedgehog .	subj_to_obj_common	* Isabella ( 12 ) ; hedgehog ( 23 ) ; crumple ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 23 )
363	The girl found the hedgehog on a table .	subj_to_obj_common	* girl ( 4 ) ; * hedgehog ( 11 ) ; table ( 23 ) ; find ( 7 ) AND agent ( 7 , 4 ) AND theme ( 7 , 11 ) AND recipient ( 7 , 23 )
364	The guest handed the hedgehog in the vehicle to a lion .	subj_to_obj_common	* guest ( 4 ) ; * hedgehog ( 14 ) ; * vehicle ( 22 ) ; * lion ( 30 ) ; hand ( 8 ) AND agent ( 8 , 4 ) AND theme ( 8 , 14 ) AND recipient ( 8 , 30 ) AND in ( 14 , 22 )
365	Emma crumpled a hedgehog on the stage .	subj_to_obj_common	Emma ( 3 ) ; * hedgehog ( 21 ) ; stage ( 28 ) ; crumple ( 36 ) AND theme ( 36 , 21 ) AND agent ( 36 , 3 ) AND recipient ( 36 , 28 )
366	Liam gave Emma the hedgehog beside the road in the bag .	subj_to_obj_common	Liam ( 9 ) ; Emma ( 16 ) ; hedgehog ( 31 ) ; road ( 40 ) ; bag ( 49 ) ; give ( 22 ) AND agent ( 22 , 9 ) AND theme ( 22 , 31 ) AND recipient ( 22 , 16 ) AND location ( 22 , 40 ) AND source ( 22 , 49 )
367	A girl snapped a hedgehog on a tree beside the table .	subj_to_obj_common	* girl ( 9 ) ; * hedgehog ( 19 ) ; * tree ( 27 ) ; table ( 31 ) ; snap ( 47 ) AND agent ( 47 , 9 ) AND theme ( 47 , 19 ) AND recipient ( 47 , 27 ) AND beside ( 27 , 31 )
368	Benjamin floated the hedgehog in a room .	subj_to_obj_common	Benjamin ( 1 ) ; hedgehog ( 16 ) ; room ( 23 ) ; float ( 8 ) AND agent ( 8 , 1 ) AND theme ( 8 , 16 ) AND recipient ( 8 , 23 )
369	Emma rolled a hedgehog on the notebook .	subj_to_obj_common	Emma ( 4 ) ; hedgehog ( 16 ) ; notebook ( 28 ) ; roll ( 22 ) AND agent ( 22 , 4 ) AND theme ( 22 , 16 ) AND recipient ( 22 , 28 )
370	The frog shortened the hedgehog in a box .	subj_to_obj_common	* frog ( 4 ) ; * hedgehog ( 20 ) ; shorten ( 9 ) AND agent ( 9 , 4 ) AND theme ( 9 , 20 ) AND recipient ( 9 , 34 )
371	Emma gave a bunny a hedgehog .	subj_to_obj_common	Emma ( 5 ) ; bunny ( 18 ) ; hedgehog ( 29 ) ; give ( 15 ) AND agent ( 15 , 5 ) AND theme ( 15 , 18 ) AND recipient ( 15 , 29 )
372	Isabella poked the hedgehog beside the table .	subj_to_obj_common	Isabella ( 13 ) ; hedgehog ( 25 ) ; poke ( 34 ) AND agent ( 34 , 13 ) AND theme ( 34 , 25 ) AND beside ( 34 , table )
373	The boy liked that Alexander brought a monster a hedgehog .	subj_to_obj_common	* boy ( 4 ) ; Alexander ( 13 ) ; monster ( 24 ) ; hedgehog ( 30 ) ; like ( 42 ) AND agent ( 42 , 4 ) AND theme ( 42 , 24 ) AND recipient ( 13 , 24 ) AND recipient ( 42 , 30 )
374	A doctor lended a hedgehog beside a cup to a hero .	subj_to_obj_common	* doctor ( 2 ) ; hedgehog ( 8 ) ; cup ( 14 ) ; hero ( 20 ) ; lend ( 30 ) AND agent ( 30 , 2 ) AND theme ( 30 , 8 ) AND recipient ( 30 , 14 , 20 )
375	A child shortened the hedgehog in a room .	subj_to_obj_common	* child ( 2 ) ; * hedgehog ( 9 ) ; room ( 21 ) ; shorten ( 46 ) AND agent ( 46 , 2 ) AND theme ( 46 , 9 ) AND recipient ( 46 , 21 )
376	Emma declared that a cat gave the hedgehog to a girl .	subj_to_obj_common	Emma ( 29 ) ; cat ( 11 ) ; hedgehog ( 18 ) ; girl ( 25 ) ; give ( 40 ) AND agent ( 40 , 11 ) AND theme ( 40 , 18 ) AND recipient ( 40 , 25 ) AND declare ( 4 ) AND theme ( 4 , 40 )
377	Emma ate a hedgehog .	subj_to_obj_common	Emma ( 19 ) ; hedgehog ( 25 ) ; eat ( 34 ) AND agent ( 34 , 19 ) AND theme ( 34 , 25 )
378	The customer supported that a boy proved that the girl gave a hedgehog to a mouse .	subj_to_obj_common	* customer ( 4 ) ; * boy ( 26 ) ; * girl ( 38 ) ; * hedgehog ( 47 ) ; * mouse ( 53 ) ; support ( 10 ) AND theme ( 10 , 26 ) AND agent ( 10 , 4 ) AND prove ( 20 ) AND theme ( 20 , 26 ) AND agent ( 20 , 38 ) AND give ( 30 ) AND theme ( 30 , 47 ) AND recipient ( 30 , 53 ) AND agent ( 30 , 38 )
379	Emma stabbed a hedgehog .	subj_to_obj_common	Emma ( 29 ) ; * hedgehog ( 25 ) ; stab ( 12 ) AND agent ( 12 , 29 ) AND theme ( 12 , 25 )
380	William rolled Lina .	subj_to_obj_proper	William ( 12 ) ; Lina ( 23 ) ; roll ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 23 )
381	Addison handed Lina to Emma .	subj_to_obj_proper	Addison ( 10 ) ; Lina ( 17 ) ; Emma ( 30 ) ; hand ( 25 ) AND agent ( 25 , 10 ) AND theme ( 25 , 17 ) AND recipient ( 25 , 30 )
382	The girl offered the horse Lina .	subj_to_obj_proper	* girl ( 4 ) ; * horse ( 12 ) ; Lina ( 19 ) ; offer ( 29 ) AND agent ( 29 , 4 ) AND theme ( 29 , 12 ) AND recipient ( 29 , 19 )
383	Emma cleaned Lina .	subj_to_obj_proper	Emma ( 10 ) ; Lina ( 21 ) ; clean ( 26 ) AND agent ( 26 , 10 ) AND theme ( 26 , 21 )
384	The boy gave the girl Lina .	subj_to_obj_proper	* boy ( 4 ) ; * girl ( 9 ) ; Lina ( 13 ) ; give ( 21 ) AND agent ( 21 , 4 ) AND theme ( 21 , 9 ) AND recipient ( 21 , 13 )
385	Logan gave the cat Lina .	subj_to_obj_proper	Logan ( 14 ) ; cat ( 27 ) ; Lina ( 37 ) ; give ( 22 ) AND agent ( 22 , 14 ) AND theme ( 22 , 27 ) AND recipient ( 22 , 37 )
386	A king liked that a chicken gave Emma Lina .	subj_to_obj_proper	king ( 2 ) ; chicken ( 12 ) ; Emma Lina ( 28 ) ; like ( 6 ) AND agent ( 6 , 2 ) AND theme ( 6 , 12 ) AND recipient ( 12 , 28 )
387	Daniel promised Ellie Lina .	subj_to_obj_proper	Daniel ( 34 ) ; promise ( 26 ) AND agent ( 26 , 34 ) AND recipient ( 26 , 35 ) AND recipient ( 26 , 36 )
388	The duck liked Lina .	subj_to_obj_proper	*duck (12) ; Lina (13) ; like (26) AND agent (26, 12) AND recipient (26, 13)
389	Caleb sold Ethan Lina .	subj_to_obj_proper	Caleb ( 2 ) ; Ethan ( 4 ) ; Lina ( 6 ) ; sell ( 14 ) AND agent ( 14 , 2 ) AND theme ( 14 , 4 ) AND recipient ( 14 , 6 )
390	Emma believed that Noah gave Liam Lina .	subj_to_obj_proper	Emma ( 49 ) ; Noah ( 28 ) ; Liam ( 34 ) ; Lina ( 42 ) ; believe ( 17 ) AND agent ( 17 , 49 ) AND theme ( 17 , 28 ) AND recipient ( 17 , 34 , 42 )
391	Emma passed Lina to a kitty .	subj_to_obj_proper	Emma ( 3 ) ; Lina ( 13 ) ; kitty ( 23 ) ; pass ( 18 ) AND agent ( 18 , 3 ) AND theme ( 18 , 13 ) AND recipient (18, 23)
392	The princess ate Lina .	subj_to_obj_proper	* princess ( 43 ) ; Lina ( 23 ) ; eat ( 16 ) AND agent ( 16 , 43 ) AND theme ( 16 , 23 )
393	Evelyn gave Lina to a journalist .	subj_to_obj_proper	Evelyn ( 20 ) ; Lina ( 28 ) ; journalist ( 32 ) ; give ( 42 ) AND agent ( 42 , 20 ) AND theme ( 42 , 28 ) AND recipient ( 42 , 32 )
394	Oliver dusted Lina .	subj_to_obj_proper	Oliver ( 20 ) ; Lina ( 31 ) ; dust ( 42 ) AND agent ( 42 , 20 ) AND theme ( 42 , 31 )
395	A giraffe mailed Lina to the girl .	subj_to_obj_proper	giraffe ( 9 ) ; Lina ( 28 ) ; girl ( 33 ) ; mail ( 16 ) AND agent ( 16 , 9 ) AND recipient ( 16 , 33 ) AND theme ( 16 , 28 )
396	Elijah grew Lina .	subj_to_obj_proper	Elijah ( 11 ) ; Lina ( 12 ) ; grow ( 23 ) AND agent ( 23 , 11 ) AND theme ( 23 , 12 )
397	The bear painted Lina .	subj_to_obj_proper	* bear ( 5 ) ; Lina ( 9 ) ; paint ( 17 ) AND agent ( 17 , 5 ) AND theme ( 17 , 9 )
398	A butterfly rolled Lina .	subj_to_obj_proper	butterfly ( 21 ) ; Lina ( 34 ) ; roll ( 41 ) AND agent ( 41 , 21 ) AND recipient ( 41 , 34 )
399	A scientist gave Penelope Lina .	subj_to_obj_proper	scientist ( 16 ) ; Penelope ( 28 ) ; Lina ( 34 ) ; give ( 43 ) AND theme ( 43 , 34 ) AND recipient ( 43 , 28 ) AND agent ( 43 , 16 )
400	A boy shattered the block on a tree .	unacc_to_transitive	* block ( 23 ) ; * boy ( 41 ) ; * tree ( 35 ) ; shatter ( 57 ) AND agent ( 57 , 41 ) AND theme ( 57 , 23 ) AND recipient ( 57 , 35 )
401	Liam shattered the cake beside a table .	unacc_to_transitive	* Liam ( 6 ) ; cake ( 18 ) ; table ( 34 ) ; shatter ( 27 ) AND agent ( 27 , 6 ) AND theme ( 27 , 18 ) AND recipient ( 27 , 34 ) AND beside ( 18 , 34 )
402	A girl shattered a block .	unacc_to_transitive	* girl ( 36 ) ; block ( 20 ) ; shatter ( 43 ) AND agent ( 43 , 36 ) AND theme ( 43 , 20 )
403	Harper shattered a ball in a house .	unacc_to_transitive	Harper ( 1 ) ; * ball ( 15 ) ; * house ( 26 ) ; shatter ( 38 ) AND agent ( 38 , 1 ) AND theme ( 38 , 15 ) AND location ( 38 , 26 )
404	The girl shattered a donut .	unacc_to_transitive	* girl ( 28 ) ; donut ( 21 ) ; shatter ( 42 ) AND agent ( 42 , 28 ) AND theme ( 42 , 21 )
405	A professor shattered Emily .	unacc_to_transitive	professor ( 7 ) ; Emily ( 20 ) ; shatter ( 18 ) AND agent ( 18 , 7 ) AND recipient ( 18 , 20 )
406	The child shattered Olivia .	unacc_to_transitive	* child ( 17 ) ; Olivia ( 25 ) ; shatter ( 31 ) AND agent ( 31 , 17 ) AND theme ( 31 , 25 )
407	Alexander shattered the researcher on a mattress .	unacc_to_transitive	* Alexander ( 11 ) ; * researcher ( 19 ) ; * mattress ( 25 ) ; shatter ( 31 ) AND agent ( 31 , 11 ) AND theme ( 31 , 19 ) AND recipient ( 31 , 25 )
408	William supported that Grace shattered the cookie on the table .	unacc_to_transitive	William ( 3 ) ; Grace ( 9 ) ; cookie ( 23 ) ; table ( 34 ) ; support ( 16 ) AND agent ( 16 , 3 ) AND recipient ( 16 , 9 ) AND theme ( 9 , 23 ) AND recipient ( 23 , 34 )
409	The cat shattered a shell in the storage .	unacc_to_transitive	* cat ( 4 ) ; * shell ( 14 ) ; storage ( 23 ) ; shatter ( 33 ) AND agent ( 33 , 4 ) AND theme ( 33 , 14 ) AND recipient ( 33 , 23 )
410	Liam shattered the girl .	unacc_to_transitive	Liam ( 3 ) ; * girl ( 8 ) ; shatter ( 17 ) AND agent ( 17 , 3 ) AND theme ( 17 , 8 )
